timestamp,gpu_util,gpu_mem_ctrl_util,gpu_mem_used_MB,gpu_mem_util_pct,pcie_tx_MBps,pcie_rx_MBps,cpu_total_util,cpu_proc_util
1767157851.1128967,0,0,21516.5625,87.59388739618954,12.060546875,146.6796875,0.3,0.0
1767157851.2558727,0,0,21528.5625,87.64273937469468,455.859375,4358.740234375,0.8,0.0
1767157851.3978941,0,0,21528.5625,87.64273937469468,0.29296875,7831.689453125,3.7,0.0
1767157851.5400426,0,0,21528.5625,87.64273937469468,0.29296875,9784.765625,4.0,0.0
1767157851.6822178,0,0,21528.5625,87.64273937469468,665.52734375,1828.125,3.8,7.0
1767157851.824335,0,0,21528.5625,87.64273937469468,521.6796875,5822.55859375,3.9,0.0
1767157851.9665694,23,1,21528.5625,87.64273937469468,281.8359375,6341.40625,3.8,0.0
1767157852.1087325,23,1,21528.5625,87.64273937469468,560.44921875,5670.458984375,3.9,0.0
1767157852.2517788,23,1,21528.5625,87.64273937469468,853.61328125,17.919921875,4.1,0.0
1767157852.3936243,23,1,21528.5625,87.64273937469468,191.2109375,7323.14453125,3.8,0.0
1767157852.5356333,23,1,21528.5625,87.64273937469468,60.400390625,9784.814453125,3.9,7.0
1767157852.6775596,23,1,21528.5625,87.64273937469468,852.294921875,788.525390625,3.8,0.0
1767157852.8195682,23,1,21528.5625,87.64273937469468,421.337890625,4783.30078125,4.0,0.0
1767157852.961565,28,1,21528.5625,87.64273937469468,186.328125,9784.814453125,3.8,0.0
1767157853.103797,28,1,21528.5625,87.64273937469468,853.61328125,21.142578125,4.1,0.0
1767157853.2457078,28,1,21528.5625,87.64273937469468,448.2421875,4366.162109375,3.8,0.0
1767157853.3878245,28,1,21528.5625,87.64273937469468,2.1484375,9765.8203125,3.8,7.0
1767157853.5299156,28,1,21528.5625,87.64273937469468,250.390625,9377.734375,3.7,0.0
1767157853.6717796,28,1,21530.5625,87.6508813711122,0.341796875,0.29296875,2.2,0.0
1767157853.8135343,28,1,21530.5625,87.6508813711122,0.390625,0.29296875,0.4,0.0
1767157853.9550827,0,0,21530.5625,87.6508813711122,0.341796875,8.837890625,0.4,0.0
1767157854.0966873,0,0,21558.5625,87.7648693209575,983.69140625,6278.857421875,3.6,0.0
1767157854.2391706,0,0,21558.5625,87.7648693209575,847.36328125,7364.501953125,4.1,7.0
1767157854.381377,0,0,21558.5625,87.7648693209575,961.572265625,11851.3671875,4.0,0.0
1767157854.523574,0,0,21558.5625,87.7648693209575,639.16015625,12287.6953125,4.1,0.0
1767157854.6658866,0,0,21558.5625,87.7648693209575,637.5,12252.490234375,4.0,0.0
1767157854.808165,0,0,21558.5625,87.7648693209575,726.220703125,7377.63671875,4.0,7.0
1767157854.9505222,66,11,21558.5625,87.7648693209575,887.451171875,4458.837890625,3.9,0.0
1767157855.092799,66,11,21558.5625,87.7648693209575,952.44140625,6153.41796875,4.3,7.0
1767157855.2352345,66,11,21558.5625,87.7648693209575,951.7578125,7376.513671875,4.1,0.0
1767157855.377342,66,11,21558.5625,87.7648693209575,652.34375,11322.36328125,4.0,0.0
1767157855.5196,66,11,21558.5625,87.7648693209575,781.494140625,5624.755859375,4.0,0.0
1767157855.6619482,66,11,21558.5625,87.7648693209575,776.66015625,7906.005859375,4.0,7.0
1767157855.8041005,66,11,21558.5625,87.7648693209575,847.802734375,11960.44921875,4.1,0.0
1767157855.9463239,67,10,21558.5625,87.7648693209575,637.98828125,11030.322265625,4.0,0.0
1767157856.0885954,67,10,21558.5625,87.7648693209575,1055.078125,7185.595703125,4.1,0.0
1767157856.2308462,67,10,21558.5625,87.7648693209575,609.765625,4964.35546875,4.1,0.0
1767157856.3730958,67,10,21558.5625,87.7648693209575,917.919921875,6906.25,4.0,7.0
1767157856.5154574,67,10,21558.5625,87.7648693209575,758.642578125,8131.982421875,4.1,0.0
1767157856.6577609,67,10,21558.5625,87.7648693209575,1009.912109375,8066.40625,3.9,0.0
1767157856.8000343,67,10,21558.5625,87.7648693209575,790.771484375,8095.8984375,4.2,0.0
1767157856.9428494,66,9,21558.5625,87.7648693209575,1108.984375,8459.86328125,4.1,0.0
1767157857.0855665,66,9,21558.5625,87.7648693209575,954.4921875,10760.25390625,4.1,7.0
1767157857.2278218,66,9,21558.5625,87.7648693209575,612.6953125,11380.2734375,4.2,0.0
1767157857.3707616,66,9,21558.5625,87.7648693209575,962.158203125,14264.892578125,4.1,0.0
1767157857.5139196,66,9,21558.5625,87.7648693209575,969.3359375,10805.419921875,4.0,0.0
1767157857.6560464,66,9,21558.5625,87.7648693209575,758.154296875,12251.5625,4.0,0.0
1767157857.7989407,66,9,21558.5625,87.7648693209575,550.68359375,12254.248046875,4.1,7.0
1767157857.9422731,55,10,21558.5625,87.7648693209575,970.80078125,7382.8125,4.1,0.0
1767157858.0855281,55,10,21558.5625,87.7648693209575,637.40234375,7558.935546875,3.9,0.0
1767157858.2284563,55,10,21558.5625,87.7648693209575,563.427734375,11426.708984375,4.1,0.0
1767157858.3714519,55,10,21558.5625,87.7648693209575,952.294921875,8309.86328125,4.0,0.0
