timestamp,gpu_util,gpu_mem_ctrl_util,gpu_mem_used_MB,gpu_mem_util_pct,pcie_tx_MBps,pcie_rx_MBps,cpu_total_util,cpu_proc_util
1767160378.6887207,25,2,11070.5625,45.06824010747435,3.759765625,162.158203125,0.4,0.0
1767160378.831587,25,2,11082.5625,45.11709208597948,18.75,0.29296875,1.3,7.0
1767160378.9736135,25,2,11082.5625,45.11709208597948,0.341796875,20.99609375,3.9,0.0
1767160379.1158159,1,0,11082.5625,45.11709208597948,14.35546875,20.99609375,4.0,0.0
1767160379.2580864,1,0,11082.5625,45.11709208597948,16.064453125,0.341796875,3.9,0.0
1767160379.4008121,1,0,11082.5625,45.11709208597948,16.064453125,19.921875,3.9,0.0
1767160379.5435495,1,0,11082.5625,45.11709208597948,16.11328125,20.99609375,4.0,7.0
1767160379.6859303,1,0,11082.5625,45.11709208597948,16.11328125,13.818359375,3.8,0.0
1767160379.8281403,1,0,11082.5625,45.11709208597948,16.064453125,21.044921875,3.9,0.0
1767160379.9705777,1,0,11082.5625,45.11709208597948,0.390625,21.044921875,3.9,0.0
1767160380.1128488,3,1,11082.5625,45.11709208597948,16.064453125,0.29296875,4.1,0.0
1767160380.2550368,3,1,11082.5625,45.11709208597948,16.064453125,21.044921875,3.9,0.0
1767160380.3977757,3,1,11082.5625,45.11709208597948,16.064453125,20.99609375,3.8,0.0
1767160380.5398316,3,1,11082.5625,45.11709208597948,2.197265625,26.318359375,3.7,0.0
1767160380.6820433,3,1,11082.5625,45.11709208597948,0.341796875,0.29296875,0.4,7.1
1767160380.8236797,3,1,11082.5625,45.11709208597948,0.341796875,0.29296875,0.5,0.0
1767160380.9658146,3,1,11084.5625,45.125234082397,5.712890625,30.37109375,1.5,7.0
1767160381.1083348,8,4,11084.5625,45.125234082397,7.666015625,31.640625,3.8,0.0
1767160381.2507155,8,4,11084.5625,45.125234082397,6.4453125,0.29296875,3.7,0.0
1767160381.3927062,8,4,11104.5625,45.20665404657222,0.341796875,0.244140625,0.8,0.0
1767160381.5356238,8,4,11104.5625,45.20665404657222,0.341796875,0.29296875,0.4,0.0
1767160381.6779623,8,4,11104.5625,45.20665404657222,0.341796875,0.29296875,0.4,0.0
1767160381.821126,8,4,11122.5625,45.279932014329916,0.29296875,0.29296875,0.4,7.0
1767160381.9634829,8,4,11176.5625,45.499765917603,8.10546875,30.6640625,2.3,0.0
1767160382.1053245,9,4,11176.5625,45.499765917603,8.88671875,31.15234375,3.8,0.0
1767160382.2472744,9,4,11180.5625,45.51604991043804,11.474609375,32.51953125,3.9,0.0
1767160382.389239,9,4,11180.5625,45.51604991043804,7.51953125,33.30078125,3.6,0.0
1767160382.531261,9,4,11180.5625,45.51604991043804,7.470703125,30.37109375,3.8,0.0
1767160382.6733885,9,4,11180.5625,45.51604991043804,7.763671875,35.44921875,3.6,7.0
1767160382.815444,9,4,11180.5625,45.51604991043804,6.34765625,32.275390625,3.8,0.0
1767160382.95789,9,4,11180.5625,45.51604991043804,8.642578125,30.419921875,3.7,0.0
1767160383.0999193,10,4,11180.5625,45.51604991043804,5.76171875,32.421875,3.7,0.0
1767160383.241973,10,4,11180.5625,45.51604991043804,7.51953125,31.34765625,3.7,0.0
1767160383.383941,10,4,11180.5625,45.51604991043804,12.255859375,23.193359375,3.9,7.0
1767160383.5265687,10,4,11180.5625,45.51604991043804,7.91015625,34.27734375,3.8,0.0
1767160383.6688614,10,4,11180.5625,45.51604991043804,7.861328125,28.7109375,3.7,0.0
1767160383.8109593,10,4,11180.5625,45.51604991043804,7.71484375,32.03125,3.8,0.0
1767160383.9535186,10,4,11180.5625,45.51604991043804,8.203125,28.662109375,3.6,0.0
