cpu_infer,prefetch_num,eval_count,eval_duration,eval_rate,hit_rate,gpu_compute_max_num
2,1,100,120.20208048820496,0.8319323558614502,0.115,1
2,2,100,126.2400586605072,0.7921415837497855,0.121,1
2,3,100,126.65587711334229,0.7895409378477686,0.122,1
2,4,100,121.09817576408386,0.8257762709391588,0.123,1
2,5,100,119.05607008934021,0.8399403736824133,0.123,1
2,6,100,125.60345816612244,0.7961564232390843,0.124,1
2,7,100,121.09236979484558,0.825815864116127,0.123,1
2,8,100,116.47849822044373,0.858527552533713,0.123,1
2,1,100,123.29962205886841,0.8110324941000696,0.195,2
2,2,100,117.27533650398254,0.8526942064805255,0.226,2
2,3,100,122.46599960327148,0.8165531684218471,0.237,2
2,4,100,116.17632055282593,0.8607606052950311,0.242,2
2,5,100,113.01801252365112,0.8848147102133224,0.245,2
2,6,100,114.49444532394409,0.8734048164263836,0.243,2
2,7,100,110.56510043144226,0.9044445273398605,0.243,2
2,8,100,118.19945001602173,0.8460276252253727,0.242,2
2,1,100,120.96982192993164,0.8266524526912356,0.235,3
2,2,100,121.12962031364441,0.8255619041904625,0.301,3
2,3,100,111.67675495147705,0.8954414913242192,0.336,3
2,4,100,109.19332957267761,0.9158068573542429,0.35,3
2,5,100,112.05203557014465,0.8924425111170776,0.355,3
2,6,100,106.25122594833374,0.941165611101998,0.356,3
2,7,100,125.06868839263916,0.7995606357209183,0.348,3
2,8,100,107.82984733581543,0.9273870126938892,0.355,3
2,1,100,122.67765641212463,0.8151443622631568,0.247,4
2,2,100,112.6298439502716,0.8878641441086614,0.338,4
2,3,100,110.70913481712341,0.9032678302940994,0.389,4
2,4,100,116.20653533935547,0.8605367994835413,0.423,4
2,5,100,102.78358626365662,0.9729179885150508,0.45,4
2,6,100,98.71578288078308,1.0130092380543427,0.452,4
2,7,100,101.68564987182617,0.9834229325971667,0.452,4
2,8,100,124.1598732471466,0.8054131933667882,0.429,4
2,1,100,115.9865391254425,0.8621690133528974,0.252,5
2,2,100,109.36112952232361,0.9144016748618827,0.358,5
2,3,100,103.01525211334229,0.9707300418968566,0.429,5
2,4,100,113.49216794967651,0.8811180701415532,0.47,5
2,5,100,114.76998805999756,0.8713079237032215,0.469,5
