cpu_infer,prefetch_num,eval_count,eval_duration,eval_rate,hit_rate,gpu_compute_max_num
8,4,100,55.43708562850952,1.8038466284124646,0.119,1
8,1,100,37.74292492866516,2.649503190041627,0.193,2
8,2,100,40.361207008361816,2.4776265977199974,0.219,2
8,3,100,45.793643951416016,2.183709165099272,0.226,2
8,4,100,55.139968156814575,1.8135665170427073,0.223,2
8,1,100,39.95910310745239,2.502558671827395,0.226,3
8,2,100,40.06080746650696,2.4962053019926147,0.29,3
8,3,100,45.13975977897644,2.2153418735421444,0.308,3
8,4,100,71.66046404838562,1.3954696125394797,0.294,3
8,1,100,37.231075048446655,2.6859283507090717,0.245,4
8,2,100,39.35318374633789,2.5410904653757718,0.327,4
8,3,100,44.23224377632141,2.2607941958741966,0.357,4
8,4,100,55.29335904121399,1.8085354504410383,0.355,4
8,1,100,35.78267002105713,2.794648916393123,0.242,5
8,2,100,38.32197427749634,2.6094688983370724,0.336,5
8,3,100,44.096383810043335,2.2677596519201226,0.377,5
8,4,100,71.07552337646484,1.406954113729578,0.367,5
8,1,100,36.24261975288391,2.759182439951592,0.245,6
8,2,100,39.08342146873474,2.5586296245838205,0.344,6
8,3,100,44.95336031913757,2.2245278059319613,0.386,6
8,4,100,53.99649262428284,1.8519721400391267,0.405,6
8,1,100,35.74513125419617,2.7975837964858745,0.244,7
8,2,100,39.27658534049988,2.546046178227348,0.337,7
8,3,100,43.49074745178223,2.299339649447714,0.394,7
8,4,100,54.02629804611206,1.8509504374082575,0.417,7
8,1,100,35.5313503742218,2.8144159720017443,0.244,8
8,2,100,37.8450608253479,2.6423527355786915,0.352,8
8,3,100,43.3399293422699,2.307341094404345,0.4,8
8,4,100,70.51642060279846,1.4181094154406282,0.395,8
10,1,100,35.27573370933533,2.8348099241245865,0.113,1
10,2,100,38.15245509147644,2.62106330405827,0.119,1
10,3,100,45.790664196014404,2.1838512665362027,0.119,1
10,4,100,74.79578614234924,1.3369737141298683,0.117,1
10,1,100,35.327980041503906,2.830617541181758,0.191,2
10,2,100,38.440444231033325,2.6014267524845374,0.218,2
10,3,100,46.10130786895752,2.1691358580161966,0.221,2
10,4,100,58.280495166778564,1.715839917177002,0.221,2
10,1,100,34.77960276603699,2.875248480343545,0.228,3
10,2,100,37.52800512313843,2.664676677374028,0.286,3
10,3,100,43.939711570739746,2.2758456172159267,0.303,3
10,4,100,57.588056325912476,1.7364711778786626,0.302,3
10,1,100,34.8691303730011,2.8678661879514276,0.246,4
10,2,100,47.50948524475098,2.104842843167794,0.32,4
10,3,100,58.29179120063782,1.7155074143425157,0.338,4
10,4,,,,,4
10,1,100,35.64319443702698,2.8055846727395926,0.244,5
10,2,100,37.22785258293152,2.6861608462973416,0.338,5
10,3,100,44.869468450546265,2.228686976985629,0.371,5
10,4,100,57.233537673950195,1.7472273087447978,0.378,5
10,1,100,34.87275218963623,2.867568336912589,0.242,6
10,2,100,43.9976122379303,2.272850614238336,0.333,6
10,3,100,44.971638679504395,2.223623664520246,0.37,6
10,4,100,56.40042233467102,1.773036368533131,0.401,6
10,1,100,38.83673858642578,2.574881507556662,0.24,7
10,2,100,40.1524817943573,2.4905060791050078,0.325,7
10,3,100,48.43230080604553,2.0647377542616674,0.371,7
10,4,100,56.1430389881134,1.7811647143143068,0.405,7
10,1,100,33.188406467437744,3.013100375822905,0.241,8
10,2,100,36.93379521369934,2.707547367428636,0.342,8
10,3,100,44.13356876373291,2.2658489399609976,0.383,8
10,4,100,56.04794931411743,1.7841865977924702,0.416,8
